CourseId,CourseName,Category,Skill,Level,Duration
C718,Advanced AI for the Marketing Sector,Technical,AI in Marketing Sector,Advanced,6 hours
C719,Introduction to AI for the Sales Sector,Technical,AI in Sales Sector,Beginner,4 hours
C720,AI for the Sales Sector Practitioner,Technical,AI in Sales Sector,Intermediate,5 hours
C721,Advanced AI for the Sales Sector,Technical,AI in Sales Sector,Advanced,6 hours
C722,Introduction to AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Beginner,4 hours
C723,AI for the Customer Service Sector Practitioner,Technical,AI in Customer Service Sector,Intermediate,5 hours
C724,Advanced AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Advanced,6 hours
C725,Introduction to AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Beginner,4 hours
C726,AI for the Supply Chain Sector Practitioner,Technical,AI in Supply Chain Sector,Intermediate,5 hours
C727,Advanced AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Advanced,6 hours
C728,Introduction to AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Beginner,4 hours
C729,AI for the Manufacturing Sector Practitioner,Technical,AI in Manufacturing Sector,Intermediate,5 hours
C730,Advanced AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Advanced,6 hours
C731,Introduction to AI for the Logistics Sector,Technical,AI in Logistics Sector,Beginner,4 hours
C732,AI for the Logistics Sector Practitioner,Technical,AI in Logistics Sector,Intermediate,5 hours
C733,Advanced AI for the Logistics Sector,Technical,AI in Logistics Sector,Advanced,6 hours
C734,Introduction to AI for the Retail Sector,Technical,AI in Retail Sector,Beginner,4 hours
C735,AI for the Retail Sector Practitioner,Technical,AI in Retail Sector,Intermediate,5 hours
C736,Advanced AI for the Retail Sector,Technical,AI in Retail Sector,Advanced,6 hours
C737,Introduction to AI for E-commerce,Technical,AI in E-commerce,Beginner,4 hours
C738,AI for E-commerce Practitioner,Technical,AI in E-commerce,Intermediate,5 hours
C739,Advanced AI for E-commerce,Technical,AI in E-commerce,Advanced,6 hours
C740,Introduction to AI for Education,Technical,AI in Education,Beginner,4 hours
C741,AI for Education Practitioner,Technical,AI in Education,Intermediate,5 hours
C742,Advanced AI for Education,Technical,AI in Education,Advanced,6 hours
C743,Introduction to AI for Government,Technical,AI in Government,Beginner,4 hours
C744,AI for Government Practitioner,Technical,AI in Government,Intermediate,5 hours
C745,Advanced AI for Government,Technical,AI in Government,Advanced,6 hours
C746,Introduction to AI for Nonprofits,Technical,AI in Nonprofits,Beginner,4 hours
C747,AI for Nonprofits Practitioner,Technical,AI in Nonprofits,Intermediate,5 hours
C748,Advanced AI for Nonprofits,Technical,AI in Nonprofits,Advanced,6 hours
C749,Introduction to AI for Startups,Technical,AI in Startups,Beginner,4 hours
C750,AI for Startups Practitioner,Technical,AI in Startups,Intermediate,5 hours
C751,Advanced AI for Startups,Technical,AI in Startups,Advanced,6 hours
C752,Introduction to AI for Small Business,Technical,AI in Small Business,Beginner,4 hours
C753,AI for Small Business Practitioner,Technical,AI in Small Business,Intermediate,5 hours
C754,Advanced AI for Small Business,Technical,AI in Small Business,Advanced,6 hours
C755,Introduction to AI for Entrepreneurs,Technical,AI in Entrepreneurs,Beginner,4 hours
C756,AI for Entrepreneurs Practitioner,Technical,AI in Entrepreneurs,Intermediate,5 hours
C757,Advanced AI for Entrepreneurs,Technical,AI in Entrepreneurs,Advanced,6 hours
C758,Introduction to AI for Executives,Technical,AI in Executives,Beginner,4 hours
C759,AI for Executives Practitioner,Technical,AI in Executives,Intermediate,5 hours
C760,Advanced AI for Executives,Technical,AI in Executives,Advanced,6 hours
C761,Introduction to AI for Managers,Technical,AI in Managers,Beginner,4 hours
C762,AI for Managers Practitioner,Technical,AI in Managers,Intermediate,5 hours
C763,Advanced AI for Managers,Technical,AI in Managers,Advanced,6 hours
C764,Introduction to AI for Leaders,Technical,AI in Leaders,Beginner,4 hours
C765,AI for Leaders Practitioner,Technical,AI in Leaders,Intermediate,5 hours
C766,Advanced AI for Leaders,Technical,AI in Leaders,Advanced,6 hours
C767,Introduction to AI for Teams,Technical,AI in Teams,Beginner,4 hours
C768,AI for Teams Practitioner,Technical,AI in Teams,Intermediate,5 hours
C769,Advanced AI for Teams,Technical,AI in Teams,Advanced,6 hours
C770,Introduction to AI for Organizations,Technical,AI in Organizations,Beginner,4 hours
C771,AI for Organizations Practitioner,Technical,AI in Organizations,Intermediate,5 hours
C772,Advanced AI for Organizations,Technical,AI in Organizations,Advanced,6 hours
C773,Introduction to AI for Society,Technical,AI in Society,Beginner,4 hours
C774,AI for Society Practitioner,Technical,AI in Society,Intermediate,5 hours
C775,Advanced AI for Society,Technical,AI in Society,Advanced,6 hours
C776,Introduction to AI for the Public Sector,Technical,AI in Public Sector,Beginner,4 hours
C777,AI for the Public Sector Practitioner,Technical,AI in Public Sector,Intermediate,5 hours
C778,Advanced AI for the Public Sector,Technical,AI in Public Sector,Advanced,6 hours
C779,Introduction to AI for the Private Sector,Technical,AI in Private Sector,Beginner,4 hours
C780,AI for the Private Sector Practitioner,Technical,AI in Private Sector,Intermediate,5 hours
C781,Advanced AI for the Private Sector,Technical,AI in Private Sector,Advanced,6 hours
C782,Introduction to AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Beginner,4 hours
C783,AI for the Nonprofit Sector Practitioner,Technical,AI in Nonprofit Sector,Intermediate,5 hours
C784,Advanced AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Advanced,6 hours
C785,Introduction to AI for the Education Sector,Technical,AI in Education Sector,Beginner,4 hours
C786,AI for the Education Sector Practitioner,Technical,AI in Education Sector,Intermediate,5 hours
C787,Advanced AI for the Education Sector,Technical,AI in Education Sector,Advanced,6 hours
C788,Introduction to AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Beginner,4 hours
C789,AI for the Healthcare Sector Practitioner,Technical,AI in Healthcare Sector,Intermediate,5 hours
C790,Advanced AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Advanced,6 hours
C791,Introduction to AI for the Financial Sector,Technical,AI in Financial Sector,Beginner,4 hours
C792,AI for the Financial Sector Practitioner,Technical,AI in Financial Sector,Intermediate,5 hours
C793,Advanced AI for the Financial Sector,Technical,AI in Financial Sector,Advanced,6 hours
C794,Introduction to AI for the Marketing Sector,Technical,AI in Marketing Sector,Beginner,4 hours
C795,AI for the Marketing Sector Practitioner,Technical,AI in Marketing Sector,Intermediate,5 hours
C796,Advanced AI for the Marketing Sector,Technical,AI in Marketing Sector,Advanced,6 hours
C797,Introduction to AI for the Sales Sector,Technical,AI in Sales Sector,Beginner,4 hours
C798,AI for the Sales Sector Practitioner,Technical,AI in Sales Sector,Intermediate,5 hours
C799,Advanced AI for the Sales Sector,Technical,AI in Sales Sector,Advanced,6 hours
C800,Introduction to AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Beginner,4 hours
C801,AI for the Customer Service Sector Practitioner,Technical,AI in Customer Service Sector,Intermediate,5 hours
C802,Advanced AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Advanced,6 hours
C803,Introduction to AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Beginner,4 hours
C804,AI for the Supply Chain Sector Practitioner,Technical,AI in Supply Chain Sector,Intermediate,5 hours
C805,Advanced AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Advanced,6 hours
C806,Introduction to AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Beginner,4 hours
C807,AI for the Manufacturing Sector Practitioner,Technical,AI in Manufacturing Sector,Intermediate,5 hours
C808,Advanced AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Advanced,6 hours
C809,Introduction to AI for the Logistics Sector,Technical,AI in Logistics Sector,Beginner,4 hours
C810,AI for the Logistics Sector Practitioner,Technical,AI in Logistics Sector,Intermediate,5 hours
C811,Advanced AI for the Logistics Sector,Technical,AI in Logistics Sector,Advanced,6 hours
C812,Introduction to AI for the Retail Sector,Technical,AI in Retail Sector,Beginner,4 hours
C813,AI for the Retail Sector Practitioner,Technical,AI in Retail Sector,Intermediate,5 hours
C814,Advanced AI for the Retail Sector,Technical,AI in Retail Sector,Advanced,6 hours
C815,Introduction to AI for E-commerce,Technical,AI in E-commerce,Beginner,4 hours
C816,AI for E-commerce Practitioner,Technical,AI in E-commerce,Intermediate,5 hours
C817,Advanced AI for E-commerce,Technical,AI in E-commerce,Advanced,6 hours
C818,Introduction to AI for Education,Technical,AI in Education,Beginner,4 hours
C819,AI for Education Practitioner,Technical,AI in Education,Intermediate,5 hours
C820,Advanced AI for Education,Technical,AI in Education,Advanced,6 hours
C821,Introduction to AI for Government,Technical,AI in Government,Beginner,4 hours
C822,AI for Government Practitioner,Technical,AI in Government,Intermediate,5 hours
C823,Advanced AI for Government,Technical,AI in Government,Advanced,6 hours
C824,Introduction to AI for Nonprofits,Technical,AI in Nonprofits,Beginner,4 hours
C825,AI for Nonprofits Practitioner,Technical,AI in Nonprofits,Intermediate,5 hours
C826,Advanced AI for Nonprofits,Technical,AI in Nonprofits,Advanced,6 hours
C827,Introduction to AI for Startups,Technical,AI in Startups,Beginner,4 hours
C828,AI for Startups Practitioner,Technical,AI in Startups,Intermediate,5 hours
C829,Advanced AI for Startups,Technical,AI in Startups,Advanced,6 hours
C830,Introduction to AI for Small Business,Technical,AI in Small Business,Beginner,4 hours
C831,AI for Small Business Practitioner,Technical,AI in Small Business,Intermediate,5 hours
C832,Advanced AI for Small Business,Technical,AI in Small Business,Advanced,6 hours
C833,Introduction to AI for Entrepreneurs,Technical,AI in Entrepreneurs,Beginner,4 hours
C834,AI for Entrepreneurs Practitioner,Technical,AI in Entrepreneurs,Intermediate,5 hours
C835,Advanced AI for Entrepreneurs,Technical,AI in Entrepreneurs,Advanced,6 hours
C836,Introduction to AI for Executives,Technical,AI in Executives,Beginner,4 hours
C837,AI for Executives Practitioner,Technical,AI in Executives,Intermediate,5 hours
C838,Advanced AI for Executives,Technical,AI in Executives,Advanced,6 hours
C839,Introduction to AI for Managers,Technical,AI in Managers,Beginner,4 hours
C840,AI for Managers Practitioner,Technical,AI in Managers,Intermediate,5 hours
C841,Advanced AI for Managers,Technical,AI in Managers,Advanced,6 hours
C842,Introduction to AI for Leaders,Technical,AI in Leaders,Beginner,4 hours
C843,AI for Leaders Practitioner,Technical,AI in Leaders,Intermediate,5 hours
C844,Advanced AI for Leaders,Technical,AI in Leaders,Advanced,6 hours
C845,Introduction to AI for Teams,Technical,AI in Teams,Beginner,4 hours
C846,AI for Teams Practitioner,Technical,AI in Teams,Intermediate,5 hours
C847,Advanced AI for Teams,Technical,AI in Teams,Advanced,6 hours
C848,Introduction to AI for Organizations,Technical,AI in Organizations,Beginner,4 hours
C849,AI for Organizations Practitioner,Technical,AI in Organizations,Intermediate,5 hours
C850,Advanced AI for Organizations,Technical,AI in Organizations,Advanced,6 hours
C851,Introduction to AI for Society,Technical,AI in Society,Beginner,4 hours
C852,AI for Society Practitioner,Technical,AI in Society,Intermediate,5 hours
C853,Advanced AI for Society,Technical,AI in Society,Advanced,6 hours
C854,Introduction to AI for the Public Sector,Technical,AI in Public Sector,Beginner,4 hours
C855,AI for the Public Sector Practitioner,Technical,AI in Public Sector,Intermediate,5 hours
C856,Advanced AI for the Public Sector,Technical,AI in Public Sector,Advanced,6 hours
C857,Introduction to AI for the Private Sector,Technical,AI in Private Sector,Beginner,4 hours
C858,AI for the Private Sector Practitioner,Technical,AI in Private Sector,Intermediate,5 hours
C859,Advanced AI for the Private Sector,Technical,AI in Private Sector,Advanced,6 hours
C860,Introduction to AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Beginner,4 hours
C861,AI for the Nonprofit Sector Practitioner,Technical,AI in Nonprofit Sector,Intermediate,5 hours
C862,Advanced AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Advanced,6 hours
C863,Introduction to AI for the Education Sector,Technical,AI in Education Sector,Beginner,4 hours
C864,AI for the Education Sector Practitioner,Technical,AI in Education Sector,Intermediate,5 hours
C865,Advanced AI for the Education Sector,Technical,AI in Education Sector,Advanced,6 hours
C866,Introduction to AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Beginner,4 hours
C867,AI for the Healthcare Sector Practitioner,Technical,AI in Healthcare Sector,Intermediate,5 hours
C868,Advanced AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Advanced,6 hours
C869,Introduction to AI for the Financial Sector,Technical,AI in Financial Sector,Beginner,4 hours
C870,AI for the Financial Sector Practitioner,Technical,AI in Financial Sector,Intermediate,5 hours
C871,Advanced AI for the Financial Sector,Technical,AI in Financial Sector,Advanced,6 hours
C872,Introduction to AI for the Marketing Sector,Technical,AI in Marketing Sector,Beginner,4 hours
C873,AI for the Marketing Sector Practitioner,Technical,AI in Marketing Sector,Intermediate,5 hours
C874,Advanced AI for the Marketing Sector,Technical,AI in Marketing Sector,Advanced,6 hours
C875,Introduction to AI for the Sales Sector,Technical,AI in Sales Sector,Beginner,4 hours
C876,AI for the Sales Sector Practitioner,Technical,AI in Sales Sector,Intermediate,5 hours
C877,Advanced AI for the Sales Sector,Technical,AI in Sales Sector,Advanced,6 hours
C878,Introduction to AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Beginner,4 hours
C879,AI for the Customer Service Sector Practitioner,Technical,AI in Customer Service Sector,Intermediate,5 hours
C880,Advanced AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Advanced,6 hours
C881,Introduction to AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Beginner,4 hours
C882,AI for the Supply Chain Sector Practitioner,Technical,AI in Supply Chain Sector,Intermediate,5 hours
C883,Advanced AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Advanced,6 hours
C884,Introduction to AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Beginner,4 hours
C885,AI for the Manufacturing Sector Practitioner,Technical,AI in Manufacturing Sector,Intermediate,5 hours
C886,Advanced AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Advanced,6 hours
C887,Introduction to AI for the Logistics Sector,Technical,AI in Logistics Sector,Beginner,4 hours
C888,AI for the Logistics Sector Practitioner,Technical,AI in Logistics Sector,Intermediate,5 hours
C889,Advanced AI for the Logistics Sector,Technical,AI in Logistics Sector,Advanced,6 hours
C890,Introduction to AI for the Retail Sector,Technical,AI in Retail Sector,Beginner,4 hours
C891,AI for the Retail Sector Practitioner,Technical,AI in Retail Sector,Intermediate,5 hours
C892,Advanced AI for the Retail Sector,Technical,AI in Retail Sector,Advanced,6 hours
C893,Introduction to AI for E-commerce,Technical,AI in E-commerce,Beginner,4 hours
C894,AI for E-commerce Practitioner,Technical,AI in E-commerce,Intermediate,5 hours
C895,Advanced AI for E-commerce,Technical,AI in E-commerce,Advanced,6 hours
C896,Introduction to AI for Education,Technical,AI in Education,Beginner,4 hours
C897,AI for Education Practitioner,Technical,AI in Education,Intermediate,5 hours
C898,Advanced AI for Education,Technical,AI in Education,Advanced,6 hours
C899,Introduction to AI for Government,Technical,AI in Government,Beginner,4 hours
C900,AI for Government Practitioner,Technical,AI in Government,Intermediate,5 hours
C901,Advanced AI for Government,Technical,AI in Government,Advanced,6 hours
C902,Introduction to AI for Nonprofits,Technical,AI in Nonprofits,Beginner,4 hours
C903,AI for Nonprofits Practitioner,Technical,AI in Nonprofits,Intermediate,5 hours
C904,Advanced AI for Nonprofits,Technical,AI in Nonprofits,Advanced,6 hours
C905,Introduction to AI for Startups,Technical,AI in Startups,Beginner,4 hours
C906,AI for Startups Practitioner,Technical,AI in Startups,Intermediate,5 hours
C907,Advanced AI for Startups,Technical,AI in Startups,Advanced,6 hours
C908,Introduction to AI for Small Business,Technical,AI in Small Business,Beginner,4 hours
C909,AI for Small Business Practitioner,Technical,AI in Small Business,Intermediate,5 hours
C910,Advanced AI for Small Business,Technical,AI in Small Business,Advanced,6 hours
C911,Introduction to AI for Entrepreneurs,Technical,AI in Entrepreneurs,Beginner,4 hours
C912,AI for Entrepreneurs Practitioner,Technical,AI in Entrepreneurs,Intermediate,5 hours
C913,Advanced AI for Entrepreneurs,Technical,AI in Entrepreneurs,Advanced,6 hours
C914,Introduction to AI for Executives,Technical,AI in Executives,Beginner,4 hours
C915,AI for Executives Practitioner,Technical,AI in Executives,Intermediate,5 hours
C916,Advanced AI for Executives,Technical,AI in Executives,Advanced,6 hours
C917,Introduction to AI for Managers,Technical,AI in Managers,Beginner,4 hours
C918,AI for Managers Practitioner,Technical,AI in Managers,Intermediate,5 hours
C919,Advanced AI for Managers,Technical,AI in Managers,Advanced,6 hours
C920,Introduction to AI for Leaders,Technical,AI in Leaders,Beginner,4 hours
C921,AI for Leaders Practitioner,Technical,AI in Leaders,Intermediate,5 hours
C922,Advanced AI for Leaders,Technical,AI in Leaders,Advanced,6 hours
C923,Introduction to AI for Teams,Technical,AI in Teams,Beginner,4 hours
C924,AI for Teams Practitioner,Technical,AI in Teams,Intermediate,5 hours
C925,Advanced AI for Teams,Technical,AI in Teams,Advanced,6 hours
C926,Introduction to AI for Organizations,Technical,AI in Organizations,Beginner,4 hours
C927,AI for Organizations Practitioner,Technical,AI in Organizations,Intermediate,5 hours
C928,Advanced AI for Organizations,Technical,AI in Organizations,Advanced,6 hours
C929,Introduction to AI for Society,Technical,AI in Society,Beginner,4 hours
C930,AI for Society Practitioner,Technical,AI in Society,Intermediate,5 hours
C931,Advanced AI for Society,Technical,AI in Society,Advanced,6 hours
C932,Introduction to AI for the Public Sector,Technical,AI in Public Sector,Beginner,4 hours
C933,AI for the Public Sector Practitioner,Technical,AI in Public Sector,Intermediate,5 hours
C934,Advanced AI for the Public Sector,Technical,AI in Public Sector,Advanced,6 hours
C935,Introduction to AI for the Private Sector,Technical,AI in Private Sector,Beginner,4 hours
C936,AI for the Private Sector Practitioner,Technical,AI in Private Sector,Intermediate,5 hours
C937,Advanced AI for the Private Sector,Technical,AI in Private Sector,Advanced,6 hours
C938,Introduction to AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Beginner,4 hours
C939,AI for the Nonprofit Sector Practitioner,Technical,AI in Nonprofit Sector,Intermediate,5 hours
C940,Advanced AI for the Nonprofit Sector,Technical,AI in Nonprofit Sector,Advanced,6 hours
C941,Introduction to AI for the Education Sector,Technical,AI in Education Sector,Beginner,4 hours
C942,AI for the Education Sector Practitioner,Technical,AI in Education Sector,Intermediate,5 hours
C943,Advanced AI for the Education Sector,Technical,AI in Education Sector,Advanced,6 hours
C944,Introduction to AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Beginner,4 hours
C945,AI for the Healthcare Sector Practitioner,Technical,AI in Healthcare Sector,Intermediate,5 hours
C946,Advanced AI for the Healthcare Sector,Technical,AI in Healthcare Sector,Advanced,6 hours
C947,Introduction to AI for the Financial Sector,Technical,AI in Financial Sector,Beginner,4 hours
C948,AI for the Financial Sector Practitioner,Technical,AI in Financial Sector,Intermediate,5 hours
C949,Advanced AI for the Financial Sector,Technical,AI in Financial Sector,Advanced,6 hours
C950,Introduction to AI for the Marketing Sector,Technical,AI in Marketing Sector,Beginner,4 hours
C951,AI for the Marketing Sector Practitioner,Technical,AI in Marketing Sector,Intermediate,5 hours
C952,Advanced AI for the Marketing Sector,Technical,AI in Marketing Sector,Advanced,6 hours
C953,Introduction to AI for the Sales Sector,Technical,AI in Sales Sector,Beginner,4 hours
C954,AI for the Sales Sector Practitioner,Technical,AI in Sales Sector,Intermediate,5 hours
C955,Advanced AI for the Sales Sector,Technical,AI in Sales Sector,Advanced,6 hours
C956,Introduction to AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Beginner,4 hours
C957,AI for the Customer Service Sector Practitioner,Technical,AI in Customer Service Sector,Intermediate,5 hours
C958,Advanced AI for the Customer Service Sector,Technical,AI in Customer Service Sector,Advanced,6 hours
C959,Introduction to AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Beginner,4 hours
C960,AI for the Supply Chain Sector Practitioner,Technical,AI in Supply Chain Sector,Intermediate,5 hours
C961,Advanced AI for the Supply Chain Sector,Technical,AI in Supply Chain Sector,Advanced,6 hours
C962,Introduction to AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Beginner,4 hours
C963,AI for the Manufacturing Sector Practitioner,Technical,AI in Manufacturing Sector,Intermediate,5 hours
C964,Advanced AI for the Manufacturing Sector,Technical,AI in Manufacturing Sector,Advanced,6 hours
C965,Introduction to AI for the Logistics Sector,Technical,AI in Logistics Sector,Beginner,4 hours
C966,AI for the Logistics Sector Practitioner,Technical,AI in Logistics Sector,Intermediate,5 hours
C967,Advanced AI for the Logistics Sector,Technical,AI in Logistics Sector,Advanced,6 hours
C968,Introduction to AI for the Retail Sector,Technical,AI in Retail Sector,Beginner,4 hours
C969,AI for the Retail Sector Practitioner,Technical,AI in Retail Sector,Intermediate,5 hours
C970,Advanced AI for the Retail Sector,Technical,AI in Retail Sector,Advanced,6 hours
C971,Introduction to AI for E-commerce,Technical,AI in E-commerce,Beginner,4 hours
C972,AI for E-commerce Practitioner,Technical,AI in E-commerce,Intermediate,5 hours
C973,Advanced AI for E-commerce,Technical,AI in E-commerce,Advanced,6 hours
C974,Introduction to AI for Education,Technical,AI in Education,Beginner,4 hours
C975,AI for Education Practitioner,Technical,AI in Education,Intermediate,5 hours
C976,Advanced AI for Education,Technical,AI in Education,Advanced,6 hours
C977,Introduction to AI for Government,Technical,AI in Government,Beginner,4 hours
C978,AI for Government Practitioner,Technical,AI in Government,Intermediate,5 hours
C979,Advanced AI for Government,Technical,AI in Government,Advanced,6 hours
C980,Introduction to AI for Nonprofits,Technical,AI in Nonprofits,Beginner,4 hours
C981,AI for Nonprofits Practitioner,Technical,AI in Nonprofits,Intermediate,5 hours
C982,Advanced AI for Nonprofits,Technical,AI in Nonprofits,Advanced,6 hours
C983,Introduction to AI for Startups,Technical,AI in Startups,Beginner,4 hours
C984,AI for Startups Practitioner,Technical,AI in Startups,Intermediate,5 hours
C985,Advanced AI for Startups,Technical,AI in Startups,Advanced,6 hours
C986,Introduction to AI for Small Business,Technical,AI in Small Business,Beginner,4 hours
C987,AI for Small Business Practitioner,Technical,AI in Small Business,Intermediate,5 hours
C988,Advanced AI for Small Business,Technical,AI in Small Business,Advanced,6 hours
C989,Introduction to AI for Entrepreneurs,Technical,AI in Entrepreneurs,Beginner,4 hours
C990,AI for Entrepreneurs Practitioner,Technical,AI in Entrepreneurs,Intermediate,5 hours
C991,Advanced AI for Entrepreneurs,Technical,AI in Entrepreneurs,Advanced,6 hours
C992,Introduction to AI for Executives,Technical,AI in Executives,Beginner,4 hours
C993,AI for Executives Practitioner,Technical,AI in Executives,Intermediate,5 hours
C994,Advanced AI for Executives,Technical,AI in Executives,Advanced,6 hours
C995,Introduction to AI for Managers,Technical,AI in Managers,Beginner,4 hours
C996,AI for Managers Practitioner,Technical,AI in Managers,Intermediate,5 hours
C997,Advanced AI for Managers,Technical,AI in Managers,Advanced,6 hours
C998,Introduction to AI for Leaders,Technical,AI in Leaders,Beginner,4 hours
C999,AI for Leaders Practitioner,Technical,AI in Leaders,Intermediate,5 hours
C1000,Advanced AI for Leaders,Technical,AI in Leaders,Advanced,6 hours
